6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
1.747553050518035889e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
1.747553050518035889e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
6.907755200098680812e-29,0.000000000000000000e+00,0.000000000000000000e+00
